TRBGITL12903CF2662	The Gathering	Fear The Sea	Metal	0|0.245016098505	23|0.171774751652	5|0.141007278613	29|0.102715325724	17|0.0727054516862	24|0.06997517372	48|0.0399208197026	7|0.0371261848606	12|0.035117439272	1|0.00587886859836	41|0.00447830890577	15|0.00443104802087	32|0.00388494107316	31|0.00388226300664	27|0.00376287479906	8|0.00299978680408	49|0.0029566542858	26|0.00292773723744	28|0.00279472465971	38|0.00275767620145	6|0.00261527788165	4|0.00257944177693	37|0.00236695671168	21|0.00225295634784	25|0.00209926300853	2|0.00208853141644	39|0.00208807542097	35|0.00202193409838	11|0.00194552665888	30|0.00194338740676	36|0.00192959554126	14|0.00187311803952	22|0.0018097680948	3|0.00169865605717	9|0.00169096637424	20|0.00161943194709	18|0.00160927380654	16|0.00150414669967	44|0.00135560540881	46|0.00120098352985	34|0.00109569803847	42|0.000974914503266	19|0.000864211648448	43|0.000697117385222	33|0.000621811818774	10|0.000444002585514	45|0.000400936112582	47|0.000222633482108	13|0.000169617444136	40|0.000102753426878
TRAMEBP12903CD7EEA	Mink DeVille	Heaven Stood Still	Rock	17|0.276392966006	0|0.116808695574	5|0.114168632916	15|0.112350623462	19|0.109462681531	31|0.0575248116608	7|0.0572505057383	8|0.0296195617844	28|0.0294535301801	30|0.0287642323561	48|0.00513174337501	1|0.00475991308795	41|0.00362592917596	32|0.00314550011633	23|0.00312627374626	27|0.00304666734844	49|0.00239389896134	26|0.00237048584458	24|0.0022749565829	38|0.00223279340642	6|0.00211749849639	4|0.0020884832631	37|0.00191644158089	21|0.00182413949678	25|0.00169969940681	2|0.00169101041423	39|0.00169064121074	35|0.00163708890866	29|0.00159276593558	11|0.00157522449288	36|0.00156232562739	14|0.00151659778109	22|0.00146530555947	3|0.00137534205148	9|0.00136911598573	20|0.00131119707662	18|0.00130297238758	12|0.00124261522131	16|0.00121785466747	44|0.00109758600988	46|0.000972394114023	34|0.000887148155552	42|0.000789353976209	43|0.000564431422515	33|0.000503459154581	10|0.000359493273665	45|0.000324623865592	47|0.00018025849831	13|0.000137333277446	40|8.31958349208e-05
TRBDLRT128F4296B2F	Alias	Dying To Stay	Rap	0|0.176660161567	32|0.1066333542	35|0.106377445489	23|0.0974040309665	15|0.0744171543517	17|0.0653434262028	24|0.0649683863215	8|0.0511553981606	26|0.0465324705003	28|0.046514199459	18|0.0463513620657	12|0.0417280915053	5|0.0239822501235	6|0.0234243965797	1|0.0100336019478	38|0.00499183408912	25|0.00490139230673	48|0.000870623225772	41|0.000615155109074	31|0.000533280301461	27|0.000516880748103	7|0.000486743074313	49|0.000406135670393	4|0.00035432053059	37|0.000325132889397	21|0.000309473427818	2|0.000286887483271	39|0.000286824846247	29|0.00027021986787	11|0.000267243883625	30|0.000266950028981	36|0.000265055533379	14|0.000257297599642	22|0.000248595644735	3|0.000233332933059	9|0.000232276653147	20|0.000222450451054	16|0.000206614493678	44|0.000186210377771	46|0.000164971012462	34|0.000150508654171	42|0.000133917434061	19|0.00011871092907	43|9.57583164017e-05	33|8.54140983237e-05	10|6.0989642445e-05	45|5.50738913408e-05	47|3.05816608125e-05	13|2.32992050222e-05	40|1.41145456576e-05
TRAKFSV128F4257C10	Finntroll	Kitteldags	Rock	43|0.597907095975	9|0.140070742999	1|0.0539580375146	21|0.0490001237773	0|0.0135875819014	5|0.00912906270133	48|0.00866645202209	17|0.00757519324486	41|0.0061234436219	15|0.00605882115609	32|0.00531209841404	31|0.00530843654307	23|0.00527962905585	27|0.0051451903326	7|0.00484519063557	8|0.00410177720184	49|0.00404279968387	26|0.0040032597774	24|0.00384193063395	28|0.00382138419938	38|0.00377072575885	6|0.00357601652786	4|0.0035270158065	37|0.00323647302685	25|0.00287044037175	2|0.00285576646235	39|0.0028551429541	35|0.002764704204	29|0.00268985187965	11|0.00266022801491	30|0.00265730289518	36|0.00263844450184	14|0.00256121963749	22|0.00247459769533	3|0.00232266795747	20|0.00221434037628	18|0.00220045057943	12|0.00209851982268	16|0.00205670437397	44|0.00185359551319	46|0.00164217232233	34|0.00149820954883	42|0.00133305542841	19|0.00118168518921	33|0.000850238269805	10|0.000607109705379	45|0.000548222494928	47|0.000304419280743	13|0.000231927470461	40|0.000140500539308
TRAJFDU128F426A5F4	Silverchair	The Door	Rock	0|0.391128359638	23|0.216237183052	9|0.193477744971	49|0.0660159055776	17|0.0462824939225	32|0.0238509816602	5|0.00425005244619	48|0.00403468316752	1|0.00374234247727	41|0.00285078078613	15|0.00282069567467	31|0.00247135269561	27|0.00239535311286	7|0.00225568768521	8|0.00190959015189	26|0.00186372517818	24|0.00178861808962	28|0.00177905265806	38|0.00175546852504	6|0.00166482127345	4|0.00164200889473	37|0.0015067461529	21|0.00143417633834	25|0.00133633895644	2|0.0013295074901	39|0.00132921721466	35|0.00128711328311	29|0.00125226564161	11|0.00123847419523	30|0.00123711240019	36|0.00122833283942	14|0.00119238065743	22|0.00115205364805	3|0.00108132247058	20|0.00103089035981	18|0.00102442393856	12|0.000976969881527	16|0.000957502620112	44|0.000862944904948	46|0.000764516437658	34|0.00069749429555	42|0.000620606481713	19|0.000550135779909	43|0.000443767700998	33|0.000395830038269	10|0.000282641074212	45|0.000255226021756	47|0.000141722973225	13|0.000107974273528	40|6.54102924158e-05
TRABSAR128F42324A8	Abysmal Dawn	Compulsory Resurrection	Rock|Metal	15|0.446759046562	0|0.295417520367	28|0.0788612953876	5|0.0617801664032	27|0.0407910604716	26|0.0209972601727	48|0.00364506369149	1|0.00338095362601	17|0.00318608604565	41|0.00257548786472	32|0.00223424037949	31|0.00223270021601	23|0.00222058393988	7|0.00203786144769	8|0.00172518570586	49|0.00170038007504	24|0.00161589561949	38|0.00158594722721	6|0.00150405355879	4|0.00148344411563	37|0.00136124336564	21|0.00129568144041	25|0.00120729197496	2|0.0012011202066	39|0.00120085796235	35|0.00116281990439	29|0.00113133741432	11|0.00111887777415	30|0.00111764748433	36|0.00110971574425	14|0.00107723537645	22|0.00104080264765	3|0.000976901806826	9|0.000972479448863	20|0.000931339801525	18|0.000925497826742	12|0.000882626291825	16|0.000865038936186	44|0.000779612428086	46|0.000690688956916	34|0.000630138978991	42|0.000560676033105	19|0.000497010514452	43|0.000400914140517	33|0.00035760570052	10|0.000255347117619	45|0.000230579469664	47|0.000128037132658	13|9.75474622695e-05	40|5.90937806106e-05
TRAECSU128F426A84A	Headhunter	Signs Of Insanity	Rock|Metal	43|0.312800450436	0|0.197202487603	29|0.097637942635	23|0.0874673234847	49|0.0763985003192	27|0.0658787528919	31|0.0443600566902	34|0.0326871902169	32|0.0228039018962	17|0.0125566019086	8|0.0117413008848	11|0.0114029318229	5|0.00214282829199	48|0.00203424154173	1|0.00188684667781	41|0.00143733137417	15|0.00142216280183	7|0.00113729217486	26|0.000939669119586	24|0.000901800976468	28|0.000896978194247	38|0.000885087341576	6|0.000839384024323	4|0.000827882281426	37|0.000759684339467	21|0.000723095461152	25|0.000673766961659	2|0.000670322613729	39|0.000670176260137	35|0.00064894793487	30|0.000623738056193	36|0.000619311501122	14|0.000601184818285	22|0.000580852397047	3|0.000545190538722	9|0.000542722503855	20|0.000519763239845	18|0.000516502943511	12|0.000492577145592	16|0.000482761972943	44|0.000435087044258	46|0.000385460526205	42|0.000312902756859	19|0.000277372227414	33|0.000199573020701	10|0.000142504427408	45|0.000128682068562	47|7.14551174359e-05	13|5.4439405408e-05	40|3.29791283639e-05
TRAVOLQ128F9322DB4	2 Minutos	Valentin Alsina	Rock|Punk	10|0.814156995562	33|0.0483161761344	37|0.0256235632922	34|0.0247174582056	0|0.00708280259575	5|0.00475870905265	48|0.00451756385525	1|0.00419023512067	17|0.00394872308902	41|0.00319196915941	15|0.00315828338868	32|0.00276903901731	31|0.00276713019281	23|0.00275211370594	27|0.00268203479529	7|0.0025256538698	8|0.0021381345425	49|0.00210739131531	26|0.00208678033727	24|0.0020026842498	28|0.00199197400414	38|0.00196556726476	6|0.00186407112979	4|0.00183852851013	21|0.00160582204826	25|0.00149627525071	2|0.00148862617787	39|0.00148830116155	35|0.00144115812914	29|0.00140213983721	11|0.00138669779701	30|0.00138517301903	36|0.00137534269909	14|0.00133508767258	22|0.00128993422871	3|0.001210737772	9|0.00120525685694	20|0.00115426982364	18|0.00114702948537	12|0.00109389601146	16|0.00107209886089	44|0.00096622424855	46|0.000856015623065	42|0.000694882173821	19|0.000615977367147	43|0.000496878898025	45|0.000285772092364	47|0.000158684723116	13|0.000120896897014	40|7.3238755191e-05
TRBHJAY128F14A9061	Foghat	Dead End Street	Rock	3|0.447522954922	49|0.116644845877	25|0.0998740456707	41|0.0921808849736	18|0.0583547074063	17|0.0344847023006	20|0.0335180920357	44|0.0334530464736	34|0.0251092605607	9|0.0169763153948	2|0.0087946271345	14|0.00874151767759	0|0.0024499639263	5|0.00164605258401	48|0.00156263969389	1|0.00144941564438	15|0.00109246026085	32|0.000957819395814	31|0.000957159127354	23|0.000951964876823	27|0.000927724358925	7|0.000873631699837	8|0.000739587533026	26|0.000721823950238	24|0.000692734846335	28|0.000689030138325	38|0.000679895963254	6|0.000644788127623	4|0.000635952854313	37|0.000583565362975	21|0.000555458949633	39|0.000514808101452	35|0.000498501176726	29|0.000485004625551	11|0.00047966317477	30|0.000479135749223	36|0.000475735410316	22|0.00044619234899	12|0.000378382106655	16|0.000370842403002	46|0.000296098524349	42|0.00024036195219	19|0.00021306852881	43|0.000171871989858	33|0.000153305651064	10|0.000109467371625	45|9.88494749034e-05	47|5.48895500099e-05	13|4.18186208753e-05	40|2.53335181659e-05
TRAZXBO128F429DA70	Blackbyrds	Do It_ Fluid	RnB	26|0.39683922789	42|0.184085063859	25|0.113913904725	1|0.0872463744574	0|0.0606960750466	49|0.0436304319805	39|0.0291361670726	21|0.0150766969114	3|0.0148434930109	12|0.0147745255628	5|0.00280889313787	48|0.00266655388521	17|0.00233078783876	41|0.00188410347616	15|0.00186421998903	32|0.00163446317229	31|0.00163333646251	23|0.00162447277565	27|0.00158310773965	7|0.00149080175842	8|0.00126206317256	24|0.00118211178375	28|0.00117578991469	38|0.00116020297541	6|0.00110029349284	4|0.00108521661206	37|0.000995820400566	2|0.000878681972278	35|0.00085066330695	29|0.000827632226201	11|0.000818517350655	30|0.00081761732959	36|0.000811814848724	14|0.000788053768462	22|0.000761401330325	9|0.000711419352891	20|0.000681323558762	18|0.000677049850023	16|0.000632821023547	44|0.000570327084797	46|0.000505274935478	34|0.000460979473849	19|0.00036358907017	43|0.000293289568993	33|0.000261607190107	10|0.000186799712212	45|0.000168680888105	47|9.36658293067e-05	13|7.13610478505e-05	40|4.32301774717e-05
TRAFTMA128F933A3D7	Los Fabulosos Cadillacs	Matador	Latin|Reggae	33|0.311533176549	10|0.311481660605	45|0.311469183132	38|0.0299883160435	0|0.00287904099131	5|0.00193433577219	48|0.00183631427593	1|0.00170326061083	17|0.00160509000258	41|0.00129748216595	15|0.00128378946262	32|0.00112556812499	31|0.00112479221971	23|0.00111868826853	27|0.00109020236148	7|0.00102663612641	8|0.000869115990398	49|0.000856619381875	26|0.000848241363449	24|0.000814057708075	28|0.000809704172047	6|0.000757713789257	4|0.000747331140861	37|0.000685768709931	21|0.000652739849684	25|0.000608210905618	2|0.00060510168523	39|0.000604969571523	35|0.000585806716011	29|0.000569946431843	11|0.000563669500339	30|0.000563049703553	36|0.000559053842637	14|0.000542690846509	22|0.000524336725518	3|0.000492144688237	9|0.000489916787781	20|0.00046919141009	18|0.00046624833348	12|0.000444650463522	16|0.000435790285766	44|0.000392754023675	46|0.000347956057605	34|0.000317452121794	42|0.000282458000985	19|0.000250384514571	43|0.000201972975499	47|6.45026903363e-05	13|4.91425699815e-05	40|2.97703310938e-05
TRADOSF128F9338ADB	Pedro Aznar	Stand	Jazz|RnB	18|0.418627483934	33|0.223169891408	45|0.209146264197	10|0.0698441750094	0|0.0180544709247	26|0.0151465854636	5|0.00276975965115	48|0.00262940346832	1|0.00243888500803	17|0.00229831531294	41|0.0018578541549	15|0.00183824768442	32|0.00161169183864	31|0.00161058082617	23|0.00160184062815	27|0.00156105188966	7|0.00147003191495	8|0.00124448011404	49|0.00122658632199	24|0.00116564260763	28|0.00115940881482	38|0.00114403903271	6|0.00108496420879	4|0.00107009737904	37|0.000981946635168	21|0.00093465287896	25|0.000870892246315	2|0.000866440178943	39|0.000866251006402	35|0.000838811869536	29|0.000816101657702	11|0.000807113770562	30|0.000806226288586	36|0.000800504647858	14|0.00077707460686	22|0.000750793490373	3|0.00070469797416	9|0.000701507861627	20|0.000671831361968	12|0.000636691380284	16|0.000624004563858	44|0.000562381290385	46|0.000498235447321	34|0.000454557109867	42|0.000404449313051	19|0.000358523548859	43|0.000289203460021	47|9.23608773889e-05	13|7.03668460489e-05	40|4.26278948312e-05
TRBCALG128F1483839	Milk Inc.	Breakin'	Electronic|Pop	30|0.339909740678	1|0.129632889876	25|0.113913904725	17|0.101232657149	35|0.0997525326168	39|0.0715226824912	4|0.0293428935577	46|0.0287629518812	48|0.016795392358	8|0.0153909016454	28|0.0153046283875	0|0.00418072115525	5|0.00280889313787	41|0.00188410347616	15|0.00186421998903	32|0.00163446317229	31|0.00163333646251	23|0.00162447277565	27|0.00158310773965	7|0.00149080175842	49|0.00124391656201	26|0.00123175065017	24|0.00118211178375	38|0.00116020297541	6|0.00110029349284	37|0.000995820400566	21|0.000947858438515	2|0.000878681972278	29|0.000827632226201	11|0.000818517350655	36|0.000811814848724	14|0.000788053768462	22|0.000761401330325	3|0.000714654538009	9|0.000711419352891	20|0.000681323558762	18|0.000677049850023	12|0.000645687089953	16|0.000632821023547	44|0.000570327084797	34|0.000460979473849	42|0.000410163712065	19|0.00036358907017	43|0.000293289568993	33|0.000261607190107	10|0.000186799712212	45|0.000168680888105	47|9.36658293067e-05	13|7.13610478505e-05	40|4.32301774717e-05
TRBBCJH128F930C970	Streetwize	U Don't Have To Call	Jazz	14|0.212456709661	4|0.157197364228	38|0.115704570817	42|0.115459684859	0|0.0797865169305	6|0.0695547035496	23|0.0466606932996	27|0.037421126324	1|0.0330987554327	8|0.0280902446756	48|0.0193227460137	39|0.0187389476342	41|0.0144542472	31|0.0143723723924	32|0.00975970956339	36|0.00949111692736	15|0.00522169389686	21|0.00492250412481	5|0.000917096638514	17|0.000760996444898	7|0.000486743074313	49|0.000406135670393	26|0.000402163530372	24|0.000385956563677	28|0.000383892489118	37|0.000325132889397	25|0.000288361609742	2|0.000286887483271	35|0.000277739458576	29|0.00027021986787	11|0.000267243883625	30|0.000266950028981	22|0.000248595644735	3|0.000233332933059	9|0.000232276653147	20|0.000222450451054	18|0.000221055095757	12|0.000210815232429	16|0.000206614493678	44|0.000186210377771	46|0.000164971012462	34|0.000150508654171	19|0.00011871092907	43|9.57583164017e-05	33|8.54140983237e-05	10|6.0989642445e-05	45|5.50738913408e-05	47|3.05816608125e-05	13|2.32992050222e-05	40|1.41145456576e-05
TRAMSSK128F92FDC80	Tim Exile	Family Galaxy	Electronic	5|0.219563765761	7|0.204744953714	27|0.191279188104	0|0.153108220411	41|0.0695790810487	48|0.0567753965551	32|0.015122319228	4|0.0145954066557	37|0.0145096455582	39|0.0143970862802	46|0.0140390471211	1|0.00237277016133	17|0.00223601111899	15|0.00178841529649	31|0.0015669201763	23|0.00155841691313	8|0.00121074395523	49|0.00119333523948	26|0.00118166402957	24|0.00113404362611	28|0.00112797882292	38|0.00111302569465	6|0.00105555230864	21|0.000909315713984	25|0.000847283545141	2|0.000842952167244	35|0.000816072823628	29|0.000793978254667	11|0.000785234016891	30|0.000784370593342	36|0.000778804058491	14|0.000756009173954	22|0.000730440502695	3|0.000685594573067	9|0.000682490940134	20|0.000653618929912	18|0.000649519002796	12|0.000619431545211	16|0.000607088651077	44|0.000547135900514	34|0.000442234686491	42|0.000393485243716	19|0.000348804464363	43|0.000281363548602	33|0.000250969468847	10|0.000179203884019	45|0.000161821824832	47|8.9857099954e-05	13|6.84592968107e-05	40|4.14723107333e-05
TRAPVBP128F9308A86	Alejandro Lerner	No Hace Falta Que Lo Digas	Latin|Pop	45|0.724981270122	33|0.229755412788	0|0.00357465284374	5|0.00240169517894	48|0.00227999047886	1|0.0021147894054	17|0.00199289956603	41|0.00161096987789	15|0.00159396884836	32|0.00139751928193	31|0.00139655590835	23|0.00138897716719	27|0.00135360871327	7|0.00127468409093	8|0.00107910514508	49|0.00106358920163	26|0.00105318695051	24|0.00101074410191	28|0.00100533869783	38|0.000992011356741	6|0.000940786796603	4|0.000927895572156	37|0.000851458897771	21|0.000810449857065	25|0.000755162170292	2|0.000751301723867	39|0.000751137689858	35|0.000727344851841	29|0.000707652527183	11|0.000699859011524	30|0.000699089464181	36|0.000694128153929	14|0.000673811655895	22|0.000651022952645	3|0.000611052921666	9|0.000608286732951	20|0.000582553848103	18|0.000578899687844	12|0.000552083505825	16|0.000541082599723	44|0.000487648245321	46|0.000432026537505	34|0.000394152474156	42|0.000350703341669	19|0.000310880504911	43|0.000250772140238	10|0.000159719842025	47|8.00873367678e-05	13|6.10160216763e-05	40|3.69632106749e-05
TRARMUI128F147162F	The Jam	The Modern World	Rock|Punk	41|0.531851528619	0|0.187959495507	48|0.0399569571189	49|0.0381187785453	4|0.0379137235795	44|0.0372484388429	32|0.0203676389344	30|0.0193121988011	18|0.0191305726587	12|0.0190900490813	5|0.00362934888421	1|0.00319578797349	17|0.00301159276154	15|0.00240874408709	31|0.00211042128583	23|0.00209896858526	27|0.00204552114534	7|0.00192625330796	8|0.00163070196775	26|0.00159153539434	24|0.00152739740275	28|0.00151922896511	38|0.00149908920261	6|0.00142168062812	37|0.00128669176159	21|0.00122472048503	25|0.00114117187068	2|0.00113533811332	39|0.00113509023147	35|0.00109913541469	29|0.00106937713514	11|0.00105759987565	36|0.00104893962525	14|0.00101823811903	22|0.000983800711889	3|0.000923399546659	9|0.000919219389237	20|0.000880332848711	16|0.000817663101794	46|0.000652861797616	34|0.00059562797762	42|0.000529969328723	19|0.000469790597707	43|0.00037895716132	33|0.000338020607021	10|0.000241362449125	45|0.000217951258017	47|0.000121024886458	13|9.22050525529e-05	40|5.58573746562e-05
